"customerid","recency","frequency","monetary","segment"
"15344","02:05:00","5","476.58","Regular"
"15345","34 days 23:26:00","2","367.69","Regular"
"15346","332 days 01:32:00","1","252.42","Lost"
"15347","365 days 21:25:00","1","201.60","Lost"
"15348","71 days 23:33:00","1","158.04","New"
"15349","157 days 20:44:00","2","473.81","Regular"
"15350","372 days 23:17:00","1","115.65","Lost"
"15351","11 days 23:58:00","10","1862.14","Loyal"
"15353","254 days 00:35:00","2","777.02","Lost"
"15355","28 days 23:06:00","2","277.05","Regular"
"15356","30 days 23:39:00","10","2766.50","Loyal"
"15358","4 days 03:46:00","29","8234.80","Loyal"
"15360","39 days 03:15:00","1","427.93","Regular"
"15361","361 days 02:58:00","1","418.92","Lost"
"15363","240 days 21:02:00","2","318.05","Lost"
"15364","95 days 03:04:00","2","913.19","Regular"
"15365","25 days 04:21:00","9","1330.45","Regular"
"15366","74 days 21:49:00","2","602.51","Regular"
"15367","56 days 22:37:00","5","1867.69","Regular"
"15368","20 days 22:08:00","1","446.94","Regular"
"15369","143 days 21:39:00","1","-1592.49","New"
"15370","40 days 01:52:00","8","2360.55","Regular"
"15372","136 days 20:11:00","1","2007.40","Regular"
"15373","7 days 21:45:00","13","2213.11","Loyal"
"15374","128 days 02:51:00","1","168.00","New"
"15376","39 days 21:46:00","3","1233.36","Regular"
"15379","168 days 23:37:00","8","3631.89","Regular"
"15380","8 days 00:37:00","6","1682.36","Regular"
"15381","213 days 00:55:00","2","596.85","Lost"
"15382","14 days 01:52:00","8","5927.86","Regular"
"15384","169 days 01:53:00","3","635.76","Regular"
"15385","39 days 21:39:00","1","316.88","Regular"
"15386","185 days 23:03:00","1","394.14","Lost"
"15388","269 days 22:57:00","1","140.54","Lost"
"15389","171 days 20:32:00","1","500.00","Regular"
"15392","4 days 01:49:00","5","1515.73","Regular"
"15393","15 days 20:02:00","2","231.86","Regular"
"15394","9 days 01:01:00","4","2183.54","Regular"
"15395","325 days 00:10:00","1","107.45","Lost"
"15396","112 days 01:54:00","1","288.18","Regular"
"15397","289 days 03:25:00","1","94.00","Lost"
"15398","15 days 20:03:00","3","1339.63","Regular"
"15399","23:46:00","3","815.77","Regular"
"15400","91 days 22:53:00","6","666.70","Regular"
"15402","148 days 00:33:00","2","626.77","Regular"
"15405","188 days 22:06:00","1","349.10","Lost"
"15406","17 days 20:36:00","4","426.61","Regular"
"15407","33 days 00:55:00","4","1056.44","Regular"
"15408","263 days 21:48:00","1","267.18","Lost"
"15410","83 days 22:03:00","8","3450.84","Regular"
"15411","25 days 21:31:00","5","1346.38","Regular"
"15412","170 days 21:26:00","1","190.53","New"
"15414","9 days 03:00:00","3","774.90","Regular"
"15415","312 days 22:37:00","1","572.81","Lost"
"15416","64 days 03:12:00","5","3974.37","Regular"
"15417","84 days 21:24:00","1","508.80","Regular"
"15419","24 days 03:27:00","1","135.86","New"
"15421","58 days 03:30:00","4","950.36","Regular"
"15422","322 days 20:33:00","2","97.70","Lost"
"15423","37 days 22:49:00","1","43.50","New"
"15424","253 days 23:48:00","2","383.34","Lost"
"15426","18 days 21:14:00","7","1429.90","Regular"
"15427","32 days 22:21:00","3","1483.14","Regular"
"15428","14 days 19:56:00","1","93.78","New"
"15429","26 days 00:22:00","3","364.90","Regular"
"15432","22 days 20:20:00","1","171.19","New"
"15433","78 days 20:26:00","3","417.87","Regular"
"15434","7 days 23:17:00","6","997.48","Regular"
"15435","21 days 20:11:00","1","149.29","New"
"15436","11 days 20:45:00","3","1122.53","Regular"
"15437","261 days 23:39:00","1","200.16","Lost"
"15438","130 days 22:31:00","1","156.58","New"
"15440","54 days 00:34:00","3","383.68","Regular"
"15442","248 days 00:26:00","1","594.00","Lost"
"15443","1 day 02:10:00","8","3212.16","Regular"
"15444","8 days 19:13:00","2","1418.26","Regular"
"15445","263 days 21:44:00","1","113.50","Lost"
"15447","330 days 01:24:00","1","155.17","Lost"
"15448","312 days 02:08:00","1","494.64","Lost"
"15449","25 days 21:48:00","5","971.22","Regular"
"15450","29 days 19:39:00","1","429.84","Regular"
"15452","29 days 00:37:00","3","538.73","Regular"
"15453","1 day 01:51:00","7","1388.37","Regular"
"15454","361 days 22:29:00","1","179.10","Lost"
"15456","282 days 22:59:00","3","447.22","Lost"
"15457","261 days 21:19:00","1","237.07","Lost"
"15458","24 days 23:42:00","1","161.64","New"
"15460","353 days 20:42:00","1","216.76","Lost"
"15462","93 days 23:39:00","3","234.60","Regular"
"15463","28 days 23:53:00","1","126.14","New"
"15464","337 days 20:54:00","1","1048.85","Lost"
"15465","19 days 02:39:00","24","6945.02","Loyal"
"15466","84 days 22:42:00","1","334.53","Regular"
"15467","8 days 22:33:00","4","511.88","Regular"
"15468","34 days 23:39:00","5","438.46","Regular"
"15469","42 days 17:34:00","4","504.50","Regular"
"15471","1 day 22:38:00","1","469.48","Regular"
"15472","112 days 21:33:00","1","371.56","Regular"
"15473","13 days 21:35:00","10","1465.20","Loyal"
"15475","76 days 21:30:00","1","454.11","Regular"
"15478","39 days 22:31:00","2","1441.42","Regular"
"15480","115 days 22:18:00","1","905.50","Regular"
"15482","15 days 02:04:00","16","6568.72","Loyal"
"15483","160 days 23:43:00","4","233.81","Regular"
"15484","21:47:00","5","3563.11","Regular"
"15485","29 days 22:19:00","3","2575.00","Regular"
"15488","92 days 02:39:00","1","91.32","New"
"15489","22 days 03:57:00","4","1090.03","Regular"
"15491","94 days 20:54:00","7","3090.85","Regular"
"15492","27 days 21:57:00","2","659.46","Regular"
"15493","32 days 00:46:00","7","1967.25","Regular"
"15494","20 days 21:59:00","2","1299.23","Regular"
"15497","17 days 00:59:00","3","1259.70","Regular"
"15498","02:22:00","35","12396.46","Loyal"
"15500","7 days 23:03:00","4","1131.56","Regular"
"15502","15 days 00:02:00","23","5541.46","Loyal"
"15503","362 days 01:53:00","1","147.09","Lost"
"15504","80 days 23:05:00","1","52.83","New"
"15505","52 days 04:54:00","7","3497.14","Regular"
"15506","22 days 00:39:00","3","979.26","Regular"
"15507","171 days 01:31:00","1","492.36","Regular"
"15508","188 days 21:07:00","6","1000.27","Lost"
"15510","330 days 00:40:00","1","250","Lost"
"15511","11 days 03:07:00","5","909.23","Regular"
"15512","155 days 02:30:00","2","121.00","New"
"15513","30 days 20:29:00","22","14520.08","Loyal"
"15514","11 days 22:10:00","13","2963.19","Loyal"
"15516","44 days 01:59:00","3","62.43","Regular"
"15517","232 days 22:48:00","1","267.03","Lost"
"15518","63 days 23:45:00","13","1911.89","Loyal"
"15520","1 day 01:52:00","1","343.50","Regular"
"15521","35 days 22:58:00","13","2574.65","Loyal"
"15522","32 days 01:24:00","2","398.84","Regular"
"15523","83 days 20:21:00","1","412.01","Regular"
"15524","24 days 00:41:00","1","440","Regular"
"15525","1 day 21:11:00","4","811.02","Regular"
"15526","32 days 21:46:00","2","148.44","New"
"15527","18 days 00:33:00","10","2348.82","Loyal"
"15528","253 days 20:36:00","1","229.33","Lost"
"15529","22 days 01:21:00","12","3967.78","Loyal"
"15530","21 days 00:25:00","4","1502.35","Regular"
"15531","7 days 18:07:00","2","2007.44","Regular"
"15532","24 days 21:59:00","6","1517.08","Regular"
"15533","18 days 21:15:00","5","746.92","Regular"
"15535","172 days 20:48:00","7","459.90","Regular"
"15537","162 days 23:40:00","1","110.92","New"
"15539","6 days 23:14:00","1","538.46","Regular"
"15540","10 days 22:59:00","1","213.30","Regular"
"15541","113 days 21:52:00","1","85.13","New"
"15543","287 days 21:24:00","1","127.86","Lost"
"15544","8 days 03:34:00","11","3542.51","Loyal"
"15545","53 days 23:26:00","2","292.72","Regular"
"15547","6 days 23:58:00","14","4954.84","Loyal"
"15549","76 days 20:28:00","4","1655.76","Regular"
"15550","3 days 21:12:00","4","575.63","Regular"
"15551","36 days 00:13:00","1","436.06","Regular"
"15552","216 days 22:03:00","1","90.12","Lost"
"15553","59 days 22:48:00","1","437.23","Regular"
"15554","277 days 03:50:00","1","217.20","Lost"
"15555","11 days 20:31:00","20","4758.20","Loyal"
"15556","23 days 20:42:00","1","279.77","Regular"
"15557","28 days 00:04:00","1","473.65","Regular"
"15561","11 days 01:43:00","5","722.74","Regular"
"15562","351 days 02:55:00","1","134.55","Lost"
"15563","8 days 03:14:00","7","1319.69","Regular"
"15565","49 days 22:17:00","2","173.16","New"
"15567","18 days 02:02:00","1","186.01","New"
"15568","2 days 01:23:00","3","758.29","Regular"
"15569","103 days 02:35:00","5","1375.71","Regular"
"15570","6 days 22:03:00","13","4109.97","Loyal"
"15571","11 days 02:48:00","4","650.43","Regular"
"15572","4 days 02:41:00","7","2552.86","Regular"
"15573","31 days 01:12:00","2","607.45","Regular"
"15574","177 days 00:49:00","4","702.25","Regular"
"15576","37 days 00:47:00","1","940.67","Regular"
"15577","150 days 19:47:00","3","258.88","Regular"
"15578","161 days 23:47:00","1","127.10","New"
"15579","68 days 00:05:00","2","348.60","Regular"
"15581","120 days 03:12:00","14","3429.97","Loyal"
"15582","24 days 02:55:00","3","682.91","Regular"
"15584","23 days 01:55:00","5","722.61","Regular"
"15585","176 days 04:12:00","1","455.30","Regular"
"15587","49 days 23:13:00","4","913.68","Regular"
"15589","252 days 01:28:00","4","456.58","Lost"
"15590","288 days 20:14:00","1","-30.19","Lost"
"15592","46 days 03:51:00","1","388.58","Regular"
"15593","70 days 01:04:00","1","199.80","New"
"15594","15 days 03:57:00","6","1767.53","Regular"
"15596","100 days 01:55:00","9","1343.34","Regular"
"15597","29 days 01:04:00","2","315.72","Regular"
"15598","34 days 23:36:00","3","235.68","Regular"
"15599","26 days 01:06:00","2","761.74","Regular"
"15601","10 days 21:35:00","17","6745.36","Loyal"
"15602","7 days 22:36:00","15","1083.63","Loyal"
"15603","78 days 02:46:00","1","48.48","New"
"15604","51 days 22:03:00","1","216.39","Regular"
"15605","35 days 22:33:00","5","1198.23","Regular"
"15606","56 days 23:18:00","11","2422.64","Loyal"
"15607","336 days 00:06:00","1","104.76","Lost"
"15608","27 days 23:30:00","4","1093.68","Regular"
"15609","182 days 02:55:00","2","270.03","Lost"
"15610","51 days 02:14:00","1","112.46","New"
"15611","9 days 00:14:00","15","1568.39","Loyal"
"15612","35 days 21:58:00","2","195.15","New"
"15615","9 days 22:08:00","27","10360.04","Loyal"
"15618","32 days 04:16:00","5","747.031","Regular"
"15619","10 days 04:36:00","1","336.40","Regular"
"15620","49 days 17:33:00","6","1524.40","Regular"
"15621","3 days 22:49:00","6","1158.77","Regular"
"15622","2 days 21:53:00","16","3224.53","Loyal"
"15623","140 days 19:24:00","1","301.03","Regular"
"15624","116 days 01:12:00","4","588.13","Regular"
"15625","99 days 20:37:00","8","1504.56","Regular"
"15626","74 days 02:47:00","2","675.80","Regular"
"15628","4 days 02:26:00","10","2865.64","Loyal"
"15630","44 days 21:14:00","3","1180.40","Regular"
"15632","15 days 02:59:00","10","3147.31","Loyal"
"15634","16 days 20:22:00","1","243.55","Regular"
"15636","89 days 01:33:00","2","724.76","Regular"
"15637","52 days 04:22:00","1","223.36","Regular"
"15638","300 days 21:38:00","1","-94.00","Lost"
"15639","133 days 22:20:00","1","425.32","Regular"
"15640","3 days 22:15:00","17","12433.34","Loyal"
"15641","104 days 22:46:00","4","1887.20","Regular"
"15643","178 days 19:31:00","6","647.40","Regular"
"15644","165 days 21:56:00","4","813.00","Regular"
"15645","18 days 00:55:00","1","612.01","Regular"
"15646","157 days 02:57:00","4","425.14","Regular"
"15648","203 days 20:57:00","4","599.90","Lost"
"15649","335 days 23:16:00","2","816.00","Lost"
"15651","36 days 04:09:00","3","646.30","Regular"
"15652","90 days 22:28:00","1","337.74","Regular"
"15653","92 days 02:01:00","2","877.44","Regular"
"15654","8 days 23:42:00","2","922.53","Regular"
"15655","232 days 20:22:00","2","511.32","Lost"
"15656","44 days 21:54:00","4","748.50","Regular"
"15657","22 days 00:31:00","1","30.00","New"
"15658","189 days 21:28:00","8","958.90","Lost"
"15659","43 days 03:27:00","1","306.45","Regular"
"15660","24 days 19:52:00","12","1552.01","Loyal"
"15661","316 days 22:54:00","2","309.80","Lost"
"15663","105 days 21:00:00","1","138.14","New"
"15664","50 days 01:53:00","2","358.63","Regular"
"15665","167 days 21:53:00","2","2242.01","Regular"
"15667","39 days 01:54:00","1","301.32","Regular"
"15668","217 days 02:11:00","1","76.32","Lost"
"15669","39 days 20:47:00","5","677.69","Regular"
"15670","296 days 02:00:00","1","173.05","Lost"
"15671","18 days 00:07:00","10","2635.49","Loyal"
"15673","87 days 20:38:00","4","2881.02","Regular"
"15674","72 days 21:33:00","8","1744.02","Regular"
"15675","80 days 23:02:00","3","323.69","Regular"
"15676","8 days 19:11:00","5","3324.09","Regular"
"15677","48 days 21:14:00","1","657.23","Regular"
"15678","52 days 03:25:00","1","352.70","Regular"
"15679","23 days 20:31:00","4","781.28","Regular"
"15680","8 days 23:04:00","3","1333.68","Regular"
"15681","17 days 23:25:00","6","946.36","Regular"
"15683","116 days 23:54:00","1","193.75","New"
"15687","8 days 04:17:00","11","2981.50","Loyal"
"15689","119 days 03:13:00","2","254.10","Regular"
"15690","3 days 20:51:00","2","239.76","Regular"
"15691","251 days 21:37:00","1","136.80","Lost"
"15692","27 days 22:38:00","1","191.04","New"
"15694","03:06:00","15","6423.60","Loyal"
"15695","266 days 04:18:00","2","409.98","Lost"
"15696","32 days 22:48:00","12","2644.46","Loyal"
"15699","17 days 04:24:00","1","309.65","Regular"
"15700","171 days 19:57:00","3","664.03","Regular"
"15701","1 day 22:11:00","4","1542.14","Regular"
"15703","264 days 01:59:00","1","211.50","Lost"
"15704","139 days 23:15:00","4","2293.62","Regular"
"15705","200 days 21:13:00","1","143.10","Lost"
"15706","59 days 02:36:00","7","1001.81","Regular"
"15707","34 days 22:15:00","4","945.58","Regular"
"15708","40 days 01:56:00","11","3329.72","Loyal"
"15709","283 days 02:12:00","1","133.25","Lost"
"15712","8 days 22:41:00","5","1072.36","Regular"
"15713","142 days 23:16:00","3","346.75","Regular"
"15714","11 days 01:24:00","2","330.88","Regular"
"15716","145 days 00:51:00","4","1118.81","Regular"
"15717","233 days 23:29:00","1","150.30","Lost"
"15719","32 days 00:21:00","14","5043.96","Loyal"
"15720","23 days 22:02:00","1","598.73","Regular"
"15721","11 days 00:36:00","1","507.08","Regular"
"15722","35 days 01:07:00","6","2181.21","Regular"
"15723","364 days 01:38:00","1","203.10","Lost"
"15724","200 days 22:10:00","3","212.30","Lost"
"15725","14 days 21:59:00","1","415.25","Regular"
"15727","16 days 00:14:00","7","5178.96","Regular"
"15728","48 days 22:47:00","1","-134.80","New"
"15729","197 days 20:07:00","2","62.00","Lost"
"15730","65 days 00:19:00","4","1108.38","Regular"
"15732","211 days 22:26:00","2","294.12","Lost"
"15733","282 days 03:45:00","1","162.30","Lost"
"15734","114 days 02:00:00","2","1339.45","Regular"
"15737","14 days 01:29:00","12","1121.21","Loyal"
"15738","18 days 04:24:00","19","4788.77","Loyal"
"15739","65 days 23:08:00","1","449.12","Regular"
"15740","48 days 22:21:00","1","154.88","New"
"15743","15 days 19:31:00","4","784.46","Regular"
"15744","77 days 02:58:00","1","34.80","New"
"15745","8 days 01:32:00","6","1071.24","Regular"
"15746","133 days 21:23:00","2","182.96","New"
"15747","12 days 00:24:00","3","974.04","Regular"
"15748","39 days 23:59:00","1","149.31","New"
"15749","234 days 23:30:00","4","21535.90","Lost"
"15750","2 days 00:16:00","9","2451.23","Regular"
"15752","39 days 01:13:00","8","2628.93","Regular"
"15753","304 days 00:09:00","1","79.20","Lost"
"15754","50 days 01:06:00","4","455.67","Regular"
"15755","17:51:00","8","2318.88","Regular"
"15756","60 days 23:20:00","4","532.96","Regular"
"15757","65 days 00:36:00","2","714.42","Regular"
"15758","24 days 02:02:00","1","205.25","Regular"
"15759","217 days 21:37:00","3","253.04","Lost"
"15762","64 days 20:35:00","2","583.75","Regular"
"15763","31 days 03:06:00","3","1048.67","Regular"
"15764","80 days 20:34:00","10","3245.47","Loyal"
"15766","63 days 19:47:00","1","315.06","Regular"
"15768","115 days 02:02:00","4","581.83","Regular"
"15769","6 days 22:58:00","29","51823.72","Loyal"
"15773","5 days 00:02:00","1","635.68","Regular"
"15774","68 days 00:46:00","1","270.80","Regular"
"15775","244 days 23:54:00","1","104.90","Lost"
"15776","132 days 23:04:00","1","241.62","Regular"
"15777","240 days 20:07:00","5","1021.61","Lost"
"15780","183 days 00:49:00","3","475.28","Lost"
"15781","24 days 21:53:00","4","333.56","Regular"
"15782","9 days 02:01:00","4","2593.94","Regular"
"15783","10 days 03:00:00","1","246.30","Regular"
"15785","29 days 00:42:00","8","2303.75","Regular"
"15786","43 days 01:57:00","5","4834.20","Regular"
"15787","25 days 21:55:00","3","948.05","Regular"
"15789","357 days 22:15:00","1","351.30","Lost"
"15790","9 days 21:57:00","1","220.85","Regular"
"15791","43 days 02:36:00","3","1604.44","Regular"
"15793","8 days 21:42:00","4","948.96","Regular"
"15795","149 days 02:07:00","1","610.01","Regular"
"15796","16:55:00","10","2666.61","Loyal"
"15797","112 days 19:46:00","4","2207.40","Regular"
"15799","75 days 00:04:00","3","884.14","Regular"
"15800","106 days 22:27:00","2","699.08","Regular"
"15801","45 days 22:58:00","4","1042.19","Regular"
"15802","142 days 01:10:00","3","-451.42","Regular"
"15803","50 days 21:54:00","1","415.82","Regular"
"15804","00:19:00","19","3848.55","Loyal"
"15805","22 days 20:18:00","20","5452.17","Loyal"
"15806","45 days 22:15:00","3","784.58","Regular"
"15807","49 days 22:40:00","3","903.90","Regular"
"15808","305 days 22:17:00","5","3724.77","Lost"
"15809","35 days 00:45:00","6","399.21","Regular"
"15810","78 days 03:12:00","7","1145.43","Regular"
"15811","16 days 21:21:00","9","2171.32","Regular"
"15812","106 days 22:31:00","5","1801.14","Regular"
"15813","207 days 04:37:00","2","1303.91","Lost"
"15814","2 days 21:49:00","6","1842.73","Regular"
"15815","63 days 00:08:00","5","2100.60","Regular"
"15819","48 days 22:00:00","4","1905.45","Regular"
"15820","319 days 00:50:00","1","206.98","Lost"
"15821","43 days 21:02:00","2","570.96","Regular"
"15822","2 days 22:00:00","2","885.47","Regular"
"15823","336 days 23:52:00","2","-840.76","Lost"
"15825","171 days 23:23:00","1","532.94","Regular"
"15826","50 days 23:26:00","4","1649.36","Regular"
"15827","72 days 21:15:00","20","1641.48","Loyal"
"15829","98 days 20:05:00","2","636.14","Regular"
"15830","28 days 23:15:00","2","547.70","Regular"
"15831","57 days 23:36:00","4","747.76","Regular"
"15832","253 days 21:21:00","1","836.79","Lost"
"15834","69 days 22:09:00","6","2084.90","Regular"
"15835","43 days 21:03:00","4","954.09","Regular"
"15836","44 days 21:13:00","2","117.47","New"
"15837","64 days 03:49:00","1","391.98","Regular"
"15838","10 days 22:50:00","21","33350.76","Loyal"
"15839","24 days 23:25:00","5","1020.74","Regular"
"15840","58 days 03:42:00","3","345.66","Regular"
"15841","63 days 18:19:00","6","1209.10","Regular"
"15843","303 days 02:31:00","1","118.95","Lost"
"15844","45 days 21:31:00","1","130.74","New"
"15845","17 days 03:08:00","10","3650.87","Loyal"
"15847","37 days 22:09:00","2","389.27","Regular"
"15850","18 days 22:36:00","2","238.85","Regular"
"15852","186 days 01:28:00","2","160.71","Lost"
"15853","51 days 02:12:00","1","110.80","New"
"15854","3 days 23:11:00","12","2974.65","Loyal"
"15855","136 days 02:30:00","5","712.24","Regular"
"15856","3 days 19:41:00","31","16173.67","Loyal"
"15857","18 days 00:32:00","1","297.00","Regular"
"15858","15 days 00:02:00","5","1438.85","Regular"
"15860","40 days 01:25:00","8","977.21","Regular"
"15861","11 days 20:51:00","9","3000.36","Regular"
"15862","7 days 23:22:00","4","832.88","Regular"
"15863","25 days 00:01:00","2","68.84","New"
"15864","21 days 23:18:00","8","1769.78","Regular"
"15865","40 days 00:07:00","3","895.13","Regular"
"15866","100 days 22:41:00","1","230.53","Regular"
"15867","4 days 23:13:00","16","3797.79","Loyal"
"15869","276 days 19:27:00","2","149.64","Lost"
"15870","32 days 01:52:00","1","354.09","Regular"
"15872","14 days 00:55:00","2","360.93","Regular"
"15874","62 days 23:52:00","9","4330.67","Regular"
"15877","1 day 00:53:00","3","440.78","Regular"
"15880","368 days 23:41:00","2","313.28","Lost"
"15881","311 days 19:51:00","8","438.24","Lost"
"15882","198 days 01:15:00","5","495.36","Lost"
"15883","1 day 19:45:00","2","396.48","Regular"
"15885","92 days 02:07:00","3","379.35","Regular"
"15886","59 days 22:25:00","1","181.09","New"
"15888","79 days 03:06:00","2","141.27","New"
"15889","156 days 01:40:00","2","446.87","Regular"
"15891","226 days 00:15:00","1","524.52","Lost"
"15894","252 days 23:00:00","2","263.55","Lost"
"15895","149 days 02:23:00","1","179.17","New"
"15897","193 days 23:00:00","2","222.05","Lost"
"15898","21:27:00","6","1384.68","Regular"
"15899","368 days 02:14:00","1","56.25","Lost"
"15900","23 days 00:31:00","1","351.11","Regular"
"15901","16 days 00:07:00","3","363.88","Regular"
"15903","9 days 04:42:00","8","5126.34","Regular"
"15904","7 days 22:00:00","1","164.68","New"
"15906","19 days 00:26:00","8","1521.79","Regular"
"15907","3 days 00:29:00","3","967.45","Regular"
"15909","173 days 02:12:00","1","191.94","New"
"15910","01:59:00","8","1232.18","Regular"
"15912","177 days 22:21:00","2","264.62","Regular"
"15916","15 days 23:04:00","10","1491.24","Loyal"
"15917","247 days 02:10:00","1","123.10","Lost"
"15918","190 days 01:08:00","2","334.23","Lost"
"15919","19 days 01:22:00","2","639.89","Regular"
"15920","153 days 21:19:00","4","167.50","Regular"
"15921","172 days 01:47:00","1","336.03","Regular"
"15922","371 days 23:45:00","2","363.60","Lost"
"15923","372 days 00:34:00","1","127.08","Lost"
"15925","193 days 21:15:00","1","207.15","Lost"
"15930","66 days 21:58:00","1","426.63","Regular"
"15932","3 days 19:37:00","11","2461.85","Loyal"
"15933","20 days 23:36:00","3","1107.46","Regular"
"15935","238 days 23:23:00","2","416.86","Lost"
"15937","63 days 21:02:00","1","145.35","New"
"15938","111 days 23:54:00","5","404.58","Regular"
"15939","89 days 01:20:00","16","6102.26","Loyal"
"15940","310 days 20:29:00","2","31.80","Lost"
"15942","133 days 03:49:00","1","337.44","Regular"
"15944","276 days 02:17:00","1","325.10","Lost"
"15945","364 days 23:36:00","1","181.00","Lost"
"15947","82 days 02:04:00","1","1708.24","Regular"
"15948","7 days 21:18:00","2","955.24","Regular"
"15949","16 days 03:41:00","2","364.72","Regular"
"15950","1 day 02:16:00","5","1705.26","Regular"
"15951","17:53:00","3","669.57","Regular"
"15952","33 days 01:32:00","4","806.57","Regular"
"15953","14 days 21:18:00","10","1634.53","Loyal"
"15955","23 days 22:35:00","16","4389.81","Loyal"
"15957","31 days 00:36:00","1","428.89","Regular"
"15958","73 days 23:09:00","1","104.35","New"
"15963","19 days 01:17:00","2","470.76","Regular"
"15965","16 days 20:06:00","4","845.64","Regular"
"15967","22 days 21:09:00","2","418.83","Regular"
"15969","2 days 01:44:00","4","582.90","Regular"
"15970","303 days 00:42:00","1","314.10","Lost"
"15971","17 days","12","4199.85","Loyal"
"15973","235 days 03:11:00","3","99.77","Lost"
"15974","38 days 23:37:00","8","3429.55","Regular"
"15975","83 days 23:17:00","1","371.01","Regular"
"15976","164 days 23:50:00","2","430.94","Regular"
"15977","16 days 23:21:00","2","1054.73","Regular"
"15978","76 days 21:29:00","1","1098.78","Regular"
"15980","88 days 03:09:00","3","2398.86","Regular"
"15981","24 days 04:50:00","8","3408.48","Regular"
"15983","21 days 19:16:00","4","1475.02","Regular"
"15984","2 days 00:34:00","11","2816.97","Loyal"
"15985","122 days 20:19:00","3","1037.42","Regular"
"15986","29 days 21:33:00","1","168.12","New"
"15987","11 days 21:12:00","7","1451.28","Regular"
"15988","18 days 23:27:00","1","158.03","New"
"15990","43 days 20:52:00","2","792.11","Regular"
"15992","3 days 01:50:00","1","41.99","New"
"15993","8 days 02:05:00","10","2756.82","Loyal"
"15994","54 days 00:22:00","1","427.07","Regular"
"15996","87 days 21:36:00","7","1044.78","Regular"
"15998","36 days 00:05:00","6","3084.17","Regular"
"16000","2 days 00:33:00","3","12393.70","Regular"
"16003","29 days 02:53:00","5","2735.37","Regular"
"16005","11 days 23:03:00","4","615.39","Regular"
"16006","210 days 23:38:00","1","101.40","Lost"
"16007","47 days 01:45:00","4","1701.94","Regular"
"16008","23 days 02:18:00","3","478.78","Regular"
"16009","21 days 19:59:00","4","992.71","Regular"
"16010","245 days 02:36:00","3","407.50","Lost"
"16011","7 days 20:19:00","16","3362.71","Loyal"
"16012","34 days 23:25:00","3","1415.29","Regular"
"16013","3 days 02:14:00","54","33366.25","Loyal"
"16014","35 days 01:27:00","4","653.13","Regular"
"16015","3 days 01:52:00","4","690.54","Regular"
"16016","2 days 22:15:00","10","1483.31","Loyal"
"16017","46 days 23:54:00","1","211.88","Regular"
"16018","38 days 22:37:00","2","408.90","Regular"
"16019","1 day 02:44:00","10","3450.24","Loyal"
"16020","16 days 01:32:00","3","851.01","Regular"
"16022","259 days 23:34:00","1","628.28","Lost"
"16023","45 days 20:16:00","3","719.81","Regular"
"16024","11 days 23:24:00","1","251.24","Regular"
"16025","29 days 01:05:00","1","439.66","Regular"
"16026","42 days 22:57:00","1","236.09","Regular"
"16027","91 days 02:03:00","7","852.12","Regular"
"16029","38 days 02:23:00","76","50992.61","Loyal"
"16030","309 days 01:22:00","1","331.24","Lost"
"16031","91 days 23:43:00","2","548.94","Regular"
"16033","5 days 00:06:00","27","8727.61","Loyal"
"16034","195 days 20:33:00","3","437.70","Lost"
"16036","86 days 21:57:00","2","758.92","Regular"
"16037","269 days 03:37:00","3","855.02","Lost"
"16038","7 days 00:10:00","4","454.33","Regular"
"16040","64 days 23:03:00","3","1313.55","Regular"
"16041","30 days 00:25:00","3","3166.40","Regular"
"16042","21 days 19:00:00","7","1147.37","Regular"
"16043","37 days","4","773.99","Regular"
"16045","119 days 00:09:00","4","1340.70","Regular"
"16048","85 days 02:38:00","3","243.69","Regular"
"16049","39 days 23:31:00","3","1111.79","Regular"
"16050","173 days 01:06:00","1","137.90","New"
"16052","53 days 21:37:00","1","362.06","Regular"
"16053","32 days 01:29:00","2","1511.95","Regular"
"16054","144 days 23:42:00","1","783.90","Regular"
"16055","220 days 03:24:00","1","134.80","Lost"
"16056","44 days 21:31:00","1","664.85","Regular"
"16057","3 days 20:14:00","10","2140.22","Loyal"
"16059","65 days 02:54:00","6","1459.86","Regular"
"16061","268 days 22:09:00","1","-29.95","Lost"
"16062","9 days 00:35:00","4","1153.62","Regular"
"16063","259 days 21:54:00","1","335.32","Lost"
"16065","364 days 23:47:00","1","372.09","Lost"
"16066","16 days 00:56:00","5","1521.87","Regular"
"16070","21 days 21:00:00","2","852.15","Regular"
"16071","44 days 01:36:00","1","326.24","Regular"
"16072","287 days 22:18:00","1","584.32","Lost"
"16073","291 days 00:17:00","2","94.35","Lost"
"16076","2 days 21:51:00","11","2173.53","Loyal"
"16078","283 days 03:03:00","1","79.20","Lost"
"16079","16 days 00:02:00","3","1352.00","Regular"
"16080","81 days 02:08:00","3","176.60","Regular"
"16081","55 days 23:44:00","5","2806.90","Regular"
"16083","100 days 02:03:00","2","1317.62","Regular"
"16084","298 days 20:45:00","1","436.18","Lost"
"16085","22 days 23:26:00","5","981.51","Regular"
"16086","58 days 23:41:00","6","1119.31","Regular"
"16091","154 days 04:05:00","2","315.06","Regular"
"16092","98 days 01:04:00","5","779.36","Regular"
"16093","106 days 01:41:00","1","17.00","New"
"16094","11 days 00:05:00","6","1041.83","Regular"
"16096","263 days 23:12:00","1","320.62","Lost"
"16097","239 days 23:03:00","1","185.05","Lost"
"16098","87 days 02:51:00","7","2005.63","Regular"
